Date,Liturgical Color,Observance,MP Opening Sentence of Scripture,Antiphon,MP First Lesson,MP Second Lesson,"Psalms (MP, 60-day)",EP Opening Sentence of Scripture,EP First Lesson,EP Second Lesson,"Psalms (EP, 60-day)",Seasonal Collect,Special Collect,Seasonal Blessing,Remembrance
Jun 25,Green,The Thursday in the Fourth Week After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,,"Judges 7 or 7:1–8, 16–25",I Thessalonians 4:1–12,132; 133,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,"Daniel 4 or 4:1–9, 19–35",Acts 20:17–38,134; 135,"Lord of all power and might, the author and giver of all good things: Graft in our hearts the love of your Name, increase in us true religion, nourish us with all goodness, and bring forth in us the fruit of good works; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.",,,
Jun 26,Green,The Friday in the Fourth Week After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,,"Judges 8 or 8:4–23, 28",I Thessalonians 4:13–5:11,136,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Daniel 5,Acts 21:1–16,137; 138,"Lord of all power and might, the author and giver of all good things: Graft in our hearts the love of your Name, increase in us true religion, nourish us with all goodness, and bring forth in us the fruit of good works; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.",,,
Jun 27,Green,The Saturday in the Fourth Week After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,"The Lord is glorious in his saints: * O come, let us adore him.","Judges 9 or 9:1–6, 22–25, 43–56",I Thessalonians 5:12–28,139,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Daniel 6,Acts 21:17–36,141; 142,"Lord of all power and might, the author and giver of all good things: Graft in our hearts the love of your Name, increase in us true religion, nourish us with all goodness, and bring forth in us the fruit of good works; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.","For you have imparted gifts of wisdom and knowledge to those who teach the Gospel in word and deed, to build up the body of Christ, until we all attain to the unity of the faith and of the knowledge of the Son of God.",,"Cyril of Alexandria, Bishop and Teacher of the Faith, 444"
Jun 28,Green,The Fifth Sunday After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,"The Lord is glorious in his saints: * O come, let us adore him.",Judges 10 or 10:6–18,II Thessalonians 1,140,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Daniel 7,Acts 21:37–22:22,143,"O God, your never-failing providence sets in order all things both in heaven and on earth: Put away from us all hurtful things, and give us those things that are profitable for us; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.","For you have imparted gifts of wisdom and knowledge to those who teach the Gospel in word and deed, to build up the body of Christ, until we all attain to the unity of the faith and of the knowledge of the Son of God.",,"Irenaeus, Bishop of Lyons and Teacher of the Faith, 200"
Jun 29,Red,"Peter and Paul, Apostles",The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,,II Thessalonians 2,II Peter 3:14–18,144,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Daniel 8,Acts 22:23–23:11,145,"Almighty God, whose blessed apostles Peter and Paul glorified you by their martyrdom: Grant that your Church, instructed by their teaching and example, and knit together in unity by your Spirit, may ever stand firm upon the one foundation, which is Jesus Christ our Lord; who lives and reigns with you, in the unity of the Holy Spirit, one God, now and for ever. Amen.","For the gifts of your Holy Spirit poured out upon prophets and evangelists, to proclaim the Gospel to the ends of the earth, and to bring all peoples under the reign of Jesus Christ our Lord.",,The Monday in the Fifth Week After Pentecost
Jun 30,Green,The Tuesday in the Fifth Week After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,,"Judges 11 or 11:1–11, 29–40",II Thessalonians 3,146,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Daniel 9,Acts 23:12–35,147,"O God, your never-failing providence sets in order all things both in heaven and on earth: Put away from us all hurtful things, and give us those things that are profitable for us; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.",,,
Jul 1,Green,The Wednesday in the Fifth Week After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,,Judges 12,I Corinthians 1:1–25,148,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Daniel 10,Acts 24:1–23,149; 150,"O God, your never-failing providence sets in order all things both in heaven and on earth: Put away from us all hurtful things, and give us those things that are profitable for us; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.","For the grace and virtue manifest in [N. and all] your saints, who have been the chosen vessels of your love, and the lights of the world in their generations.",,Canada Day (Canada)
Jul 2,Green,The Thursday in the Fifth Week After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,,Judges 13,I Corinthians 1:26–2:16,1; 2,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Daniel 11 or 11:1–19,Acts 24:24–25:12,3; 4,"O God, your never-failing providence sets in order all things both in heaven and on earth: Put away from us all hurtful things, and give us those things that are profitable for us; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.",,,
Jul 3,Green,The Friday in the Fifth Week After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,,Judges 14,I Corinthians 3,5; 6,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Daniel 12,Acts 25:13–27,7,"O God, your never-failing providence sets in order all things both in heaven and on earth: Put away from us all hurtful things, and give us those things that are profitable for us; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.",,,
Jul 4,Green,The Saturday in the Fifth Week After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,,Judges 15,I Corinthians 4:1–17,9,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Susanna,Acts 26,10,"O God, your never-failing providence sets in order all things both in heaven and on earth: Put away from us all hurtful things, and give us those things that are profitable for us; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.","For the grace and virtue manifest in [N. and all] your saints, who have been the chosen vessels of your love, and the lights of the world in their generations.",,Independence Day (United States)
Jul 5,Green,The Sixth Sunday After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,,Judges 16,I Corinthians 4:18–5:13,8; 11,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Esther 1,Acts 27,15; 16,"Grant us, O Lord, we pray, the spirit to think and do always those things that are right, that we, who can do no good thing apart from you, may by you be enabled to live according to your will; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.",,,
Jul 6,Green,The Monday in the Sixth Week After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,,Ruth 1,I Corinthians 6,12; 13; 14,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Esther 2,Acts 28:1–15,17,"Grant us, O Lord, we pray, the spirit to think and do always those things that are right, that we, who can do no good thing apart from you, may by you be enabled to live according to your will; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.",,,
Jul 7,Green,The Tuesday in the Sixth Week After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,,Ruth 2,I Corinthians 7,18:1–20,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Esther 3,Acts 28:16–31,18:21–52,"Grant us, O Lord, we pray, the spirit to think and do always those things that are right, that we, who can do no good thing apart from you, may by you be enabled to live according to your will; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.",,,
Jul 8,Green,The Wednesday in the Sixth Week After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,,Ruth 3,I Corinthians 8,19,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Esther 4,Philemon,20; 21,"Grant us, O Lord, we pray, the spirit to think and do always those things that are right, that we, who can do no good thing apart from you, may by you be enabled to live according to your will; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.",,,
Jul 9,Green,The Thursday in the Sixth Week After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,,Ruth 4,I Corinthians 9,22,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Esther 5,I Timothy 1:1–17,23; 24,"Grant us, O Lord, we pray, the spirit to think and do always those things that are right, that we, who can do no good thing apart from you, may by you be enabled to live according to your will; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.",,,
Jul 10,Green,The Friday in the Sixth Week After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,,I Samuel 1 or 1:1–20,I Corinthians 10,25,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Esther 6,I Timothy 1:18–2:15,27,"Grant us, O Lord, we pray, the spirit to think and do always those things that are right, that we, who can do no good thing apart from you, may by you be enabled to live according to your will; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.",,,
Jul 11,Green,The Saturday in the Sixth Week After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,,I Samuel 2 or 2:1–21,I Corinthians 11,26; 28,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Esther 7,I Timothy 3,31,"Grant us, O Lord, we pray, the spirit to think and do always those things that are right, that we, who can do no good thing apart from you, may by you be enabled to live according to your will; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.","For calling to the consecrated life those who leave everything for the sake of your kingdom, and who show forth in this world an anticipation of the abundant life you promise in the age to come.",,"Benedict of Nursia, Abbot and Founder of the Benedictine Order, c. 550"
Jul 12,Green,The Seventh Sunday After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,"The Lord is glorious in his saints: * O come, let us adore him.",I Samuel 3,I Corinthians 12,29; 30,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Esther 8,I Timothy 4,33,"Let your merciful ears, O Lord, be open to the prayers of your humble servants; and, that we may receive what we ask, teach us by your Holy Spirit to ask only those things that are pleasing to you; through Jesus Christ our Lord, who with you and the same Spirit lives and reigns for ever and ever. Amen.","Through your Son Jesus Christ our Lord; in him you bring us to the knowledge of your truth, and unite us by the bond of one Faith and one Baptism, that we might love one another and manifest your love to the world.",,"Nathan Soderblom, Archbishop of Uppsala and Ecumenist, 1931"
Jul 13,Green,The Monday in the Seventh Week After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,,I Samuel 4,I Corinthians 13,34,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Esther 9; 10,I Timothy 5,35,"Let your merciful ears, O Lord, be open to the prayers of your humble servants; and, that we may receive what we ask, teach us by your Holy Spirit to ask only those things that are pleasing to you; through Jesus Christ our Lord, who with you and the same Spirit lives and reigns for ever and ever. Amen.",,,
Jul 14,Green,The Tuesday in the Seventh Week After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,"The Lord is glorious in his saints: * O come, let us adore him.",I Samuel 5,I Corinthians 14:1–19,32; 36,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Ezra 1,I Timothy 6,38,"Let your merciful ears, O Lord, be open to the prayers of your humble servants; and, that we may receive what we ask, teach us by your Holy Spirit to ask only those things that are pleasing to you; through Jesus Christ our Lord, who with you and the same Spirit lives and reigns for ever and ever. Amen.","For you have imparted gifts of wisdom and knowledge to those who teach the Gospel in word and deed, to build up the body of Christ, until we all attain to the unity of the faith and of the knowledge of the Son of God.",,"Bonaventure, Friar, Bishop and Teacher of the Faith, 1274"
Jul 15,Green,The Wednesday in the Seventh Week After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,,I Samuel 6 or 6:1–15,I Corinthians 14:20–40,37:1–17,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Ezra 3,Titus 1,37:18–41,"Let your merciful ears, O Lord, be open to the prayers of your humble servants; and, that we may receive what we ask, teach us by your Holy Spirit to ask only those things that are pleasing to you; through Jesus Christ our Lord, who with you and the same Spirit lives and reigns for ever and ever. Amen.","For the grace and virtue manifest in [N. and all] your saints, who have been the chosen vessels of your love, and the lights of the world in their generations.",,"Olga and Vladimir, Patrons of the Church in Russia, 969, 1016"
Jul 16,Green,The Thursday in the Seventh Week After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,,I Samuel 7,I Corinthians 15:1–34,40,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Ezra 4,Titus 2,39; 41,"Let your merciful ears, O Lord, be open to the prayers of your humble servants; and, that we may receive what we ask, teach us by your Holy Spirit to ask only those things that are pleasing to you; through Jesus Christ our Lord, who with you and the same Spirit lives and reigns for ever and ever. Amen.",,,
Jul 17,Green,The Friday in the Seventh Week After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,"The Lord is glorious in his saints: * O come, let us adore him.",I Samuel 8,I Corinthians 15:35–58,42; 43,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Ezra 5,Titus 3,44,"Let your merciful ears, O Lord, be open to the prayers of your humble servants; and, that we may receive what we ask, teach us by your Holy Spirit to ask only those things that are pleasing to you; through Jesus Christ our Lord, who with you and the same Spirit lives and reigns for ever and ever. Amen.","Through Jesus Christ, the great shepherd of the sheep; in him you call faithful pastors and anoint them with your Holy Spirit, to feed your flock by Word and Sacrament, and to lead them in the way of everlasting life.",,"William White, Bishop of Pennsylvania and First Presiding Bishop of the Church in the USA, 1836"
Jul 18,Green,The Saturday in the Seventh Week After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,"The Lord is glorious in his saints: * O come, let us adore him.",I Samuel 9,I Corinthians 16,45,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Ezra 6,II Timothy 1,46,"Let your merciful ears, O Lord, be open to the prayers of your humble servants; and, that we may receive what we ask, teach us by your Holy Spirit to ask only those things that are pleasing to you; through Jesus Christ our Lord, who with you and the same Spirit lives and reigns for ever and ever. Amen.","For you have imparted gifts of wisdom and knowledge to those who teach the Gospel in word and deed, to build up the body of Christ, until we all attain to the unity of the faith and of the knowledge of the Son of God.",,"Macrina, Nun and Teacher of the Faith, 379"
Jul 19,Green,The Eighth Sunday After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,"The Lord is glorious in his saints: * O come, let us adore him.",I Samuel 10,II Corinthians 1:1–2:11,47; 48,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Ezra 7,II Timothy 2,49,"O God, you declare your almighty power chiefly in showing mercy and pity: Grant us the fullness of your grace, that we, running to obtain your promises, may become partakers of your heavenly treasure; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.","For you have imparted gifts of wisdom and knowledge to those who teach the Gospel in word and deed, to build up the body of Christ, until we all attain to the unity of the faith and of the knowledge of the Son of God.",,"Gregory, Bishop of Nyssa and Teacher of the Faith, 396"
Jul 20,Green,The Monday in the Eighth Week After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,"The Lord is glorious in his saints: * O come, let us adore him.",I Samuel 11,II Corinthians 2:12–3:18,50,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Ezra 8 or 8:21–36,II Timothy 3,51,"O God, you declare your almighty power chiefly in showing mercy and pity: Grant us the fullness of your grace, that we, running to obtain your promises, may become partakers of your heavenly treasure; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.","For the witness of your martyrs, who took up their cross and followed you even unto death, and revealed your power made perfect in human weakness.",,"Margaret of Antioch, Martyr, 4th c."
Jul 21,Green,The Tuesday in the Eighth Week After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,,I Samuel 12,II Corinthians 4,52; 53; 54,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Ezra 9,II Timothy 4,55,"O God, you declare your almighty power chiefly in showing mercy and pity: Grant us the fullness of your grace, that we, running to obtain your promises, may become partakers of your heavenly treasure; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.",,,
Jul 22,White,Mary Magdalene,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,,II Corinthians 5,Luke 7:36–8:3,56; 57,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Ezra 10 or 10:1–16,John 1:1–28,58; 60,"Almighty God, whose blessed Son restored Mary Magdalene to health of body and of mind, and called her to be a witness of his resurrection: Mercifully grant that, by your grace, we may be healed from all our infirmities and know you in the power of his unending life; who with you and the Holy Spirit lives and reigns, one God, now and for ever. Amen.","For the grace and virtue manifest in [N. and all] your saints, who have been the chosen vessels of your love, and the lights of the world in their generations.",,The Wednesday in the Eighth Week After Pentecost
Jul 23,Green,The Thursday in the Eighth Week After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,,I Samuel 13,II Corinthians 6,59,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Nehemiah 1,John 1:29–51,63; 64,"O God, you declare your almighty power chiefly in showing mercy and pity: Grant us the fullness of your grace, that we, running to obtain your promises, may become partakers of your heavenly treasure; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.",,,
Jul 24,Green,The Friday in the Eighth Week After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,"The Lord is glorious in his saints: * O come, let us adore him.","I Samuel 14 or 14:1–15, 20, 24–30",II Corinthians 7,61; 62,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Nehemiah 2,John 2,65; 67,"O God, you declare your almighty power chiefly in showing mercy and pity: Grant us the fullness of your grace, that we, running to obtain your promises, may become partakers of your heavenly treasure; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.","For you have imparted gifts of wisdom and knowledge to those who teach the Gospel in word and deed, to build up the body of Christ, until we all attain to the unity of the faith and of the knowledge of the Son of God.",,"Thomas à Kempis, Priest and Teacher of the Faith, 1471"
Jul 25,Red,"James the Elder, Apostle",The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,,II Corinthians 8,Mark 1:14–20,68:1–18,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Nehemiah 3 or 3:1–15,John 3:1–21,68:19–36,"O gracious God, your servant and apostle James was first among the Twelve to suffer martyrdom for the Name of Jesus Christ: Pour out upon the leaders of your Church that spirit of self-denying service, by which they may have true authority among your people; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, now and for ever. Amen.","For the gifts of your Holy Spirit poured out upon prophets and evangelists, to proclaim the Gospel to the ends of the earth, and to bring all peoples under the reign of Jesus Christ our Lord.",,The Saturday in the Eighth Week After Pentecost
Jul 26,Green,The Ninth Sunday After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,,I Samuel 15,II Corinthians 9,69:1–18,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Nehemiah 4,John 3:22–36,69:19–37,"Almighty and everlasting God, you are always more ready to hear than we to pray, and to give more than we either desire or deserve: Pour down upon us the abundance of your mercy, forgiving us those things of which our conscience is afraid, and giving us those good things for which we are not worthy to ask, except through the merits and mediation of Jesus Christ our Savior; who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.","For the grace and virtue manifest in [N. and all] your saints, who have been the chosen vessels of your love, and the lights of the world in their generations.",,The Parents of the Virgin Mary
Jul 27,Green,The Monday in the Ninth Week After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,"The Lord is glorious in his saints: * O come, let us adore him.",I Samuel 16,II Corinthians 10,66,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Nehemiah 5,John 4:1–26,70; 72,"Almighty and everlasting God, you are always more ready to hear than we to pray, and to give more than we either desire or deserve: Pour down upon us the abundance of your mercy, forgiving us those things of which our conscience is afraid, and giving us those good things for which we are not worthy to ask, except through the merits and mediation of Jesus Christ our Savior; who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.","Through your Son Jesus Christ our Lord; in him you bring us to the knowledge of your truth, and unite us by the bond of one Faith and one Baptism, that we might love one another and manifest your love to the world.",,"William Reed Huntington, Priest and Ecumenist, 1909"
Jul 28,Green,The Tuesday in the Ninth Week After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,,"I Samuel 17 or 17:1–11, 26–27, 31–51",II Corinthians 11,71,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Nehemiah 6,John 4:27–54,73,"Almighty and everlasting God, you are always more ready to hear than we to pray, and to give more than we either desire or deserve: Pour down upon us the abundance of your mercy, forgiving us those things of which our conscience is afraid, and giving us those good things for which we are not worthy to ask, except through the merits and mediation of Jesus Christ our Savior; who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.",,,
Jul 29,Green,The Wednesday in the Ninth Week After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,,I Samuel 18,II Corinthians 12:1–13,74,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Nehemiah 8,John 5:1–24,77,"Almighty and everlasting God, you are always more ready to hear than we to pray, and to give more than we either desire or deserve: Pour down upon us the abundance of your mercy, forgiving us those things of which our conscience is afraid, and giving us those good things for which we are not worthy to ask, except through the merits and mediation of Jesus Christ our Savior; who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.","For the grace and virtue manifest in [N. and all] your saints, who have been the chosen vessels of your love, and the lights of the world in their generations.",,"Lazarus, Mary and Martha of Bethany, Companions of Our Lord"
Jul 30,Green,The Thursday in the Ninth Week After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,,I Samuel 19,II Corinthians 12:14–13:14,75; 76,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,"Nehemiah 9 or 9:1–15, 26–38",John 5:25–47,79; 82,"Almighty and everlasting God, you are always more ready to hear than we to pray, and to give more than we either desire or deserve: Pour down upon us the abundance of your mercy, forgiving us those things of which our conscience is afraid, and giving us those good things for which we are not worthy to ask, except through the merits and mediation of Jesus Christ our Savior; who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.","For you never turn away from us, and continually send among us those who seek justice, defend the oppressed, feed the poor, and bind up the brokenhearted.",,"William Wilberforce, Renewer of Society, 1833"
Jul 31,Green,The Friday in the Ninth Week After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,,"I Samuel 20 or 20:1–7, 24–42",Romans 1,78:1–18,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Nehemiah 10 or 10:28–39,John 6:1–21,78:19–40,"Almighty and everlasting God, you are always more ready to hear than we to pray, and to give more than we either desire or deserve: Pour down upon us the abundance of your mercy, forgiving us those things of which our conscience is afraid, and giving us those good things for which we are not worthy to ask, except through the merits and mediation of Jesus Christ our Savior; who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.",,,
Aug 1,Green,The Saturday in the Ninth Week After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,,I Samuel 21,Romans 2,78:41–73,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Nehemiah 12 or 12:27–47,John 6:22–40,80,"Almighty and everlasting God, you are always more ready to hear than we to pray, and to give more than we either desire or deserve: Pour down upon us the abundance of your mercy, forgiving us those things of which our conscience is afraid, and giving us those good things for which we are not worthy to ask, except through the merits and mediation of Jesus Christ our Savior; who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.","For the grace and virtue manifest in [N. and all] your saints, who have been the chosen vessels of your love, and the lights of the world in their generations.",,Joseph of Arimathea
Aug 2,Green,The Tenth Sunday After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,,I Samuel 22,Romans 3,81,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,"Nehemiah 13 or 13:1–22, 30–31",John 6:41–71,83,"Almighty and merciful God, it is only by your grace that your faithful people offer you true and laudable service: Grant that we may run without stumbling to obtain your heavenly promises; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, now and for ever. Amen.",,,
Aug 3,Green,The Monday in the Tenth Week After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,,I Samuel 23,Romans 4,84,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Hosea 1,John 7:1–24,85,"Almighty and merciful God, it is only by your grace that your faithful people offer you true and laudable service: Grant that we may run without stumbling to obtain your heavenly promises; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, now and for ever. Amen.",,,
Aug 4,Green,The Tuesday in the Tenth Week After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,,I Samuel 24,Romans 5,86; 87,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Hosea 2,John 7:25–52,88,"Almighty and merciful God, it is only by your grace that your faithful people offer you true and laudable service: Grant that we may run without stumbling to obtain your heavenly promises; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, now and for ever. Amen.",,,
Aug 5,Green,The Wednesday in the Tenth Week After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,"The Lord is glorious in his saints: * O come, let us adore him.","I Samuel 25 or 25:1–19, 23–25, 32–42",Romans 6,89:1–18,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Hosea 3,John 7:53–8:30,89:19–51,"Almighty and merciful God, it is only by your grace that your faithful people offer you true and laudable service: Grant that we may run without stumbling to obtain your heavenly promises; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, now and for ever. Amen.","For the witness of your martyrs, who took up their cross and followed you even unto death, and revealed your power made perfect in human weakness.",,"Oswald, King of Northumbria and Martyr, 642"
Aug 6,White,The Transfiguration of Our Lord Jesus Christ,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,"The Lord has shown forth his glory: * O come, let us adore him.",Romans 7,Mark 9:2–10,27,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Hosea 4,John 8:31–59,80,"O God, who on the holy mount revealed to chosen witnesses your well-beloved Son, wonderfully transfigured, in raiment white and glistening: Mercifully grant that we, being delivered from the disquietude of this world, may by faith behold the King in his beauty; who with you and the Holy Spirit lives and reigns, one God, for ever and ever. Amen.","For the grace and virtue manifest in [N. and all] your saints, who have been the chosen vessels of your love, and the lights of the world in their generations.",,The Thursday in the Tenth Week After Pentecost
